Datetime,Open,High,Low,Close
2024-01-02 11:20:00,1.34181,1.34041,1.34041,1.34041
2024-01-02 11:25:00,1.34041,1.33889,1.33889,1.33889
2024-01-02 11:30:00,1.33889,1.33728,1.33728,1.33728
2024-01-02 11:35:00,1.33728,1.33557,1.33557,1.33557
2024-01-02 11:40:00,1.33557,1.33377,1.33377,1.33377
2024-01-02 11:45:00,1.33377,1.33192,1.33192,1.33192
2024-01-02 11:50:00,1.33192,1.33,1.33,1.33
2024-01-02 11:55:00,1.33,1.32805,1.32805,1.32805
2024-01-02 12:00:00,1.32606,1.32606,1.32606,1.32606
2024-01-02 12:05:00,1.32606,1.32407,1.32407,1.32407
2024-01-02 12:10:00,1.32407,1.32207,1.32207,1.32207
2024-01-02 12:15:00,1.32207,1.32008,1.32008,1.32008
2024-01-02 12:20:00,1.32008,1.31812,1.31812,1.31812
2024-01-02 12:25:00,1.31812,1.31621,1.31621,1.31621
2024-01-02 12:30:00,1.31621,1.31434,1.31434,1.31434
2024-01-02 12:35:00,1.31434,1.31255,1.31255,1.31255
2024-01-02 12:40:00,1.31255,1.31083,1.31083,1.31083
2024-01-02 12:45:00,1.31083,1.3092,1.3092,1.3092
2024-01-02 12:50:00,1.3092,1.30768,1.30768,1.30768
2024-01-02 12:55:00,1.30768,1.30627,1.30627,1.30627
2024-01-02 13:00:00,1.30498,1.30498,1.30498,1.30498
2024-01-02 13:05:00,1.30498,1.30383,1.30383,1.30383
2024-01-02 13:10:00,1.30383,1.30281,1.30281,1.30281
2024-01-02 13:15:00,1.30281,1.30194,1.30194,1.30194
2024-01-02 13:20:00,1.30194,1.30123,1.30123,1.30123
2024-01-02 13:25:00,1.30123,1.30067,1.30067,1.30067
2024-01-02 13:30:00,1.30067,1.30028,1.30028,1.30028
2024-01-02 13:35:00,1.30028,1.30005,1.30005,1.30005
2024-01-02 13:40:00,1.30005,1.29998,1.29998,1.29998
2024-01-02 13:45:00,1.29998,1.30008,1.30008,1.30008
2024-01-02 13:50:00,1.30008,1.30035,1.30035,1.30035
2024-01-02 13:55:00,1.30035,1.30078,1.30078,1.30078
2024-01-02 14:00:00,1.30137,1.30137,1.30137,1.30137
2024-01-02 14:05:00,1.30137,1.30212,1.30212,1.30212
2024-01-02 14:10:00,1.30212,1.30303,1.30303,1.30303
2024-01-02 14:15:00,1.30303,1.30407,1.30407,1.30407
2024-01-02 14:20:00,1.30407,1.30526,1.30526,1.30526
2024-01-02 14:25:00,1.30526,1.30657,1.30657,1.30657
2024-01-02 14:30:00,1.30657,1.30801,1.30801,1.30801
2024-01-02 14:35:00,1.30801,1.30955,1.30955,1.30955
2024-01-02 14:40:00,1.30955,1.3112,1.3112,1.3112
2024-01-02 14:45:00,1.3112,1.31294,1.31294,1.31294
2024-01-02 14:50:00,1.31294,1.31475,1.31475,1.31475
2024-01-02 14:55:00,1.31475,1.31663,1.31663,1.31663
2024-01-02 15:00:00,1.31855,1.31855,1.31855,1.31855
2024-01-02 15:05:00,1.31855,1.32052,1.32052,1.32052
2024-01-02 15:10:00,1.32052,1.32251,1.32251,1.32251
2024-01-02 15:15:00,1.32251,1.32451,1.32451,1.32451
2024-01-02 15:20:00,1.32451,1.3265,1.3265,1.3265
2024-01-02 15:25:00,1.3265,1.32848,1.32848,1.32848
2024-01-02 15:30:00,1.32848,1.33043,1.33043,1.33043
2024-01-02 15:35:00,1.33043,1.33233,1.33233,1.33233
2024-01-02 15:40:00,1.33233,1.33418,1.33418,1.33418
2024-01-02 15:45:00,1.33418,1.33595,1.33595,1.33595
2024-01-02 15:50:00,1.33595,1.33764,1.33764,1.33764
2024-01-02 15:55:00,1.33764,1.33924,1.33924,1.33924
2024-01-02 16:00:00,1.34073,1.34073,1.34073,1.34073
2024-01-02 16:05:00,1.34073,1.3421,1.3421,1.3421
2024-01-02 16:10:00,1.3421,1.34335,1.34335,1.34335
2024-01-02 16:15:00,1.34335,1.34446,1.34446,1.34446
2024-01-02 16:20:00,1.34446,1.34544,1.34544,1.34544
2024-01-02 16:25:00,1.34544,1.34626,1.34626,1.34626
2024-01-02 16:30:00,1.34626,1.34693,1.34693,1.34693
2024-01-02 16:35:00,1.34693,1.34744,1.34744,1.34744
2024-01-02 16:40:00,1.34744,1.34778,1.34778,1.34778
2024-01-02 16:45:00,1.34778,1.34796,1.34796,1.34796
2024-01-02 16:50:00,1.34796,1.34798,1.34798,1.34798
2024-01-02 16:55:00,1.34798,1.34783,1.34783,1.34783
2024-01-02 17:00:00,1.34751,1.34751,1.34751,1.34751
2024-01-02 17:05:00,1.34751,1.34703,1.34703,1.34703
2024-01-02 17:10:00,1.34703,1.34639,1.34639,1.34639
2024-01-02 17:15:00,1.34639,1.34559,1.34559,1.34559
2024-01-02 17:20:00,1.34559,1.34465,1.34465,1.34465
2024-01-02 17:25:00,1.34465,1.34356,1.34356,1.34356
2024-01-02 17:30:00,1.34356,1.34233,1.34233,1.34233
2024-01-02 17:35:00,1.34233,1.34098,1.34098,1.34098
2024-01-02 17:40:00,1.34098,1.33951,1.33951,1.33951
2024-01-02 17:45:00,1.33951,1.33793,1.33793,1.33793
2024-01-02 17:50:00,1.33793,1.33626,1.33626,1.33626
2024-01-02 17:55:00,1.33626,1.3345,1.3345,1.3345
2024-01-02 18:00:00,1.33266,1.33266,1.33266,1.33266
2024-01-02 18:05:00,1.33266,1.33077,1.33077,1.33077
2024-01-02 18:10:00,1.33077,1.32883,1.32883,1.32883
2024-01-02 18:15:00,1.32883,1.32686,1.32686,1.32686
2024-01-02 18:20:00,1.32686,1.32486,1.32486,1.32486
2024-01-02 18:25:00,1.32486,1.32286,1.32286,1.32286
2024-01-02 18:30:00,1.32286,1.32087,1.32087,1.32087
2024-01-02 18:35:00,1.32087,1.3189,1.3189,1.3189
2024-01-02 18:40:00,1.3189,1.31696,1.31696,1.31696
2024-01-02 18:45:00,1.31696,1.31508,1.31508,1.31508
2024-01-02 18:50:00,1.31508,1.31325,1.31325,1.31325
2024-01-02 18:55:00,1.31325,1.3115,1.3115,1.3115
2024-01-02 19:00:00,1.30984,1.30984,1.30984,1.30984
2024-01-02 19:05:00,1.30984,1.30827,1.30827,1.30827
2024-01-02 19:10:00,1.30827,1.30682,1.30682,1.30682
2024-01-02 19:15:00,1.30682,1.30548,1.30548,1.30548
2024-01-02 19:20:00,1.30548,1.30427,1.30427,1.30427
2024-01-02 19:25:00,1.30427,1.3032,1.3032,1.3032
2024-01-02 19:30:00,1.3032,1.30227,1.30227,1.30227
2024-01-02 19:35:00,1.30227,1.3015,1.3015,1.3015
2024-01-02 19:40:00,1.3015,1.30087,1.30087,1.30087
2024-01-02 19:45:00,1.30087,1.30041,1.30041,1.30041
2024-01-02 19:50:00,1.30041,1.30012,1.30012,1.30012
2024-01-02 19:55:00,1.30012,1.29999,1.29999,1.29999
2024-01-02 20:00:00,1.30002,1.30002,1.30002,1.30002
2024-01-02 20:05:00,1.30002,1.30022,1.30022,1.30022
2024-01-02 20:10:00,1.30022,1.30059,1.30059,1.30059
2024-01-02 20:15:00,1.30059,1.30112,1.30112,1.30112
2024-01-02 20:20:00,1.30112,1.30181,1.30181,1.30181
2024-01-02 20:25:00,1.30181,1.30265,1.30265,1.30265
2024-01-02 20:30:00,1.30265,1.30364,1.30364,1.30364
2024-01-02 20:35:00,1.30364,1.30477,1.30477,1.30477
2024-01-02 20:40:00,1.30477,1.30603,1.30603,1.30603
2024-01-02 20:45:00,1.30603,1.30742,1.30742,1.30742
2024-01-02 20:50:00,1.30742,1.30893,1.30893,1.30893
2024-01-02 20:55:00,1.30893,1.31053,1.31053,1.31053
2024-01-02 21:00:00,1.31224,1.31224,1.31224,1.31224
2024-01-02 21:05:00,1.31224,1.31402,1.31402,1.31402
2024-01-02 21:10:00,1.31402,1.31587,1.31587,1.31587
2024-01-02 21:15:00,1.31587,1.31778,1.31778,1.31778
2024-01-02 21:20:00,1.31778,1.31973,1.31973,1.31973
2024-01-02 21:25:00,1.31973,1.32171,1.32171,1.32171
2024-01-02 21:30:00,1.32171,1.32371,1.32371,1.32371
2024-01-02 21:35:00,1.32371,1.32571,1.32571,1.32571
2024-01-02 21:40:00,1.32571,1.3277,1.3277,1.3277
2024-01-02 21:45:00,1.3277,1.32966,1.32966,1.32966
2024-01-02 21:50:00,1.32966,1.33158,1.33158,1.33158
2024-01-02 21:55:00,1.33158,1.33345,1.33345,1.33345
2024-01-02 22:00:00,1.33525,1.33525,1.33525,1.33525
2024-01-02 22:05:00,1.33525,1.33698,1.33698,1.33698
2024-01-02 22:10:00,1.33698,1.33861,1.33861,1.33861
2024-01-02 22:15:00,1.33861,1.34015,1.34015,1.34015
2024-01-02 22:20:00,1.34015,1.34157,1.34157,1.34157
2024-01-02 22:25:00,1.34157,1.34287,1.34287,1.34287
2024-01-02 22:30:00,1.34287,1.34404,1.34404,1.34404
2024-01-02 22:35:00,1.34404,1.34507,1.34507,1.34507
2024-01-02 22:40:00,1.34507,1.34595,1.34595,1.34595
2024-01-02 22:45:00,1.34595,1.34668,1.34668,1.34668
2024-01-02 22:50:00,1.34668,1.34725,1.34725,1.34725
2024-01-02 22:55:00,1.34725,1.34766,1.34766,1.34766
2024-01-02 23:00:00,1.34791,1.34791,1.34791,1.34791
2024-01-02 23:05:00,1.34791,1.34799,1.34799,1.34799
2024-01-02 23:10:00,1.34799,1.34791,1.34791,1.34791
2024-01-02 23:15:00,1.34791,1.34766,1.34766,1.34766
2024-01-02 23:20:00,1.34766,1.34724,1.34724,1.34724
2024-01-02 23:25:00,1.34724,1.34666,1.34666,1.34666
2024-01-02 23:30:00,1.34666,1.34593,1.34593,1.34593
2024-01-02 23:35:00,1.34593,1.34504,1.34504,1.34504
2024-01-02 23:40:00,1.34504,1.34401,1.34401,1.34401
2024-01-02 23:45:00,1.34401,1.34284,1.34284,1.34284
2024-01-02 23:50:00,1.34284,1.34153,1.34153,1.34153
2024-01-02 23:55:00,1.34153,1.34011,1.34011,1.34011
2024-01-03 00:00:00,1.33857,1.33857,1.33857,1.33857
2024-01-03 00:05:00,1.33857,1.33693,1.33693,1.33693
2024-01-03 00:10:00,1.33693,1.33521,1.33521,1.33521
2024-01-03 00:15:00,1.33521,1.3334,1.3334,1.3334
2024-01-03 00:20:00,1.3334,1.33153,1.33153,1.33153
2024-01-03 00:25:00,1.33153,1.32961,1.32961,1.32961
2024-01-03 00:30:00,1.32961,1.32765,1.32765,1.32765
2024-01-03 00:35:00,1.32765,1.32566,1.32566,1.32566
2024-01-03 00:40:00,1.32566,1.32366,1.32366,1.32366
2024-01-03 00:45:00,1.32366,1.32166,1.32166,1.32166
2024-01-03 00:50:00,1.32166,1.31968,1.31968,1.31968
2024-01-03 00:55:00,1.31968,1.31773,1.31773,1.31773
2024-01-03 01:00:00,1.31582,1.31582,1.31582,1.31582
2024-01-03 01:05:00,1.31582,1.31397,1.31397,1.31397
2024-01-03 01:10:00,1.31397,1.31219,1.31219,1.31219
2024-01-03 01:15:00,1.31219,1.31049,1.31049,1.31049
2024-01-03 01:20:00,1.31049,1.30888,1.30888,1.30888
2024-01-03 01:25:00,1.30888,1.30738,1.30738,1.30738
2024-01-03 01:30:00,1.30738,1.306,1.306,1.306
2024-01-03 01:35:00,1.306,1.30474,1.30474,1.30474
2024-01-03 01:40:00,1.30474,1.30361,1.30361,1.30361
2024-01-03 01:45:00,1.30361,1.30262,1.30262,1.30262
2024-01-03 01:50:00,1.30262,1.30179,1.30179,1.30179
2024-01-03 01:55:00,1.30179,1.3011,1.3011,1.3011
2024-01-03 02:00:00,1.30058,1.30058,1.30058,1.30058
2024-01-03 02:05:00,1.30058,1.30022,1.30022,1.30022
2024-01-03 02:10:00,1.30022,1.30002,1.30002,1.30002
2024-01-03 02:15:00,1.30002,1.29999,1.29999,1.29999
2024-01-03 02:20:00,1.29999,1.30012,1.30012,1.30012
2024-01-03 02:25:00,1.30012,1.30042,1.30042,1.30042
2024-01-03 02:30:00,1.30042,1.30089,1.30089,1.30089
2024-01-03 02:35:00,1.30089,1.30151,1.30151,1.30151
2024-01-03 02:40:00,1.30151,1.3023,1.3023,1.3023
2024-01-03 02:45:00,1.3023,1.30323,1.30323,1.30323
2024-01-03 02:50:00,1.30323,1.3043,1.3043,1.3043
2024-01-03 02:55:00,1.3043,1.30551,1.30551,1.30551
2024-01-03 03:00:00,1.30685,1.30685,1.30685,1.30685
2024-01-03 03:05:00,1.30685,1.30831,1.30831,1.30831
2024-01-03 03:10:00,1.30831,1.30988,1.30988,1.30988
2024-01-03 03:15:00,1.30988,1.31155,1.31155,1.31155
2024-01-03 03:20:00,1.31155,1.3133,1.3133,1.3133
2024-01-03 03:25:00,1.3133,1.31513,1.31513,1.31513
2024-01-03 03:30:00,1.31513,1.31702,1.31702,1.31702
2024-01-03 03:35:00,1.31702,1.31895,1.31895,1.31895
2024-01-03 03:40:00,1.31895,1.32092,1.32092,1.32092
2024-01-03 03:45:00,1.32092,1.32292,1.32292,1.32292
2024-01-03 03:50:00,1.32292,1.32492,1.32492,1.32492
2024-01-03 03:55:00,1.32492,1.32691,1.32691,1.32691
2024-01-03 04:00:00,1.32888,1.32888,1.32888,1.32888
2024-01-03 04:05:00,1.32888,1.33082,1.33082,1.33082
2024-01-03 04:10:00,1.33082,1.33271,1.33271,1.33271
2024-01-03 04:15:00,1.33271,1.33454,1.33454,1.33454
2024-01-03 04:20:00,1.33454,1.3363,1.3363,1.3363
2024-01-03 04:25:00,1.3363,1.33798,1.33798,1.33798
2024-01-03 04:30:00,1.33798,1.33955,1.33955,1.33955
2024-01-03 04:35:00,1.33955,1.34102,1.34102,1.34102
2024-01-03 04:40:00,1.34102,1.34237,1.34237,1.34237
2024-01-03 04:45:00,1.34237,1.34359,1.34359,1.34359
2024-01-03 04:50:00,1.34359,1.34467,1.34467,1.34467
2024-01-03 04:55:00,1.34467,1.34562,1.34562,1.34562
2024-01-03 05:00:00,1.34641,1.34641,1.34641,1.34641
2024-01-03 05:05:00,1.34641,1.34704,1.34704,1.34704
2024-01-03 05:10:00,1.34704,1.34752,1.34752,1.34752
2024-01-03 05:15:00,1.34752,1.34783,1.34783,1.34783
2024-01-03 05:20:00,1.34783,1.34798,1.34798,1.34798
2024-01-03 05:25:00,1.34798,1.34796,1.34796,1.34796
2024-01-03 05:30:00,1.34796,1.34778,1.34778,1.34778
2024-01-03 05:35:00,1.34778,1.34743,1.34743,1.34743
2024-01-03 05:40:00,1.34743,1.34691,1.34691,1.34691
2024-01-03 05:45:00,1.34691,1.34624,1.34624,1.34624
2024-01-03 05:50:00,1.34624,1.34541,1.34541,1.34541
2024-01-03 05:55:00,1.34541,1.34444,1.34444,1.34444
2024-01-03 06:00:00,1.34332,1.34332,1.34332,1.34332
2024-01-03 06:05:00,1.34332,1.34207,1.34207,1.34207
2024-01-03 06:10:00,1.34207,1.34069,1.34069,1.34069
2024-01-03 06:15:00,1.34069,1.3392,1.3392,1.3392
2024-01-03 06:20:00,1.3392,1.3376,1.3376,1.3376
2024-01-03 06:25:00,1.3376,1.33591,1.33591,1.33591
2024-01-03 06:30:00,1.33591,1.33413,1.33413,1.33413
2024-01-03 06:35:00,1.33413,1.33228,1.33228,1.33228
2024-01-03 06:40:00,1.33228,1.33038,1.33038,1.33038
2024-01-03 06:45:00,1.33038,1.32843,1.32843,1.32843
2024-01-03 06:50:00,1.32843,1.32645,1.32645,1.32645
2024-01-03 06:55:00,1.32645,1.32446,1.32446,1.32446
2024-01-03 07:00:00,1.32246,1.32246,1.32246,1.32246
2024-01-03 07:05:00,1.32246,1.32047,1.32047,1.32047
2024-01-03 07:10:00,1.32047,1.3185,1.3185,1.3185
2024-01-03 07:15:00,1.3185,1.31658,1.31658,1.31658
2024-01-03 07:20:00,1.31658,1.3147,1.3147,1.3147
2024-01-03 07:25:00,1.3147,1.31289,1.31289,1.31289
2024-01-03 07:30:00,1.31289,1.31116,1.31116,1.31116
2024-01-03 07:35:00,1.31116,1.30951,1.30951,1.30951
2024-01-03 07:40:00,1.30951,1.30797,1.30797,1.30797
2024-01-03 07:45:00,1.30797,1.30654,1.30654,1.30654
2024-01-03 07:50:00,1.30654,1.30522,1.30522,1.30522
2024-01-03 07:55:00,1.30522,1.30404,1.30404,1.30404
2024-01-03 08:00:00,1.303,1.303,1.303,1.303
2024-01-03 08:05:00,1.303,1.3021,1.3021,1.3021
2024-01-03 08:10:00,1.3021,1.30136,1.30136,1.30136
2024-01-03 08:15:00,1.30136,1.30077,1.30077,1.30077
2024-01-03 08:20:00,1.30077,1.30034,1.30034,1.30034
2024-01-03 08:25:00,1.30034,1.30008,1.30008,1.30008
2024-01-03 08:30:00,1.30008,1.29998,1.29998,1.29998
2024-01-03 08:35:00,1.29998,1.30005,1.30005,1.30005
2024-01-03 08:40:00,1.30005,1.30028,1.30028,1.30028
2024-01-03 08:45:00,1.30028,1.30068,1.30068,1.30068
2024-01-03 08:50:00,1.30068,1.30125,1.30125,1.30125
2024-01-03 08:55:00,1.30125,1.30197,1.30197,1.30197
2024-01-03 09:00:00,1.30284,1.30284,1.30284,1.30284
2024-01-03 09:05:00,1.30284,1.30386,1.30386,1.30386
2024-01-03 09:10:00,1.30386,1.30502,1.30502,1.30502
2024-01-03 09:15:00,1.30502,1.30631,1.30631,1.30631
2024-01-03 09:20:00,1.30631,1.30772,1.30772,1.30772
2024-01-03 09:25:00,1.30772,1.30925,1.30925,1.30925
2024-01-03 09:30:00,1.30925,1.31087,1.31087,1.31087
2024-01-03 09:35:00,1.31087,1.31259,1.31259,1.31259
2024-01-03 09:40:00,1.31259,1.31439,1.31439,1.31439
2024-01-03 09:45:00,1.31439,1.31626,1.31626,1.31626
2024-01-03 09:50:00,1.31626,1.31818,1.31818,1.31818
2024-01-03 09:55:00,1.31818,1.32013,1.32013,1.32013
2024-01-03 10:00:00,1.32212,1.32212,1.32212,1.32212
2024-01-03 10:05:00,1.32212,1.32412,1.32412,1.32412
2024-01-03 10:10:00,1.32412,1.32612,1.32612,1.32612
2024-01-03 10:15:00,1.32612,1.3281,1.3281,1.3281
2024-01-03 10:20:00,1.3281,1.33005,1.33005,1.33005
2024-01-03 10:25:00,1.33005,1.33197,1.33197,1.33197
2024-01-03 10:30:00,1.33197,1.33382,1.33382,1.33382
2024-01-03 10:35:00,1.33382,1.33561,1.33561,1.33561
2024-01-03 10:40:00,1.33561,1.33732,1.33732,1.33732
2024-01-03 10:45:00,1.33732,1.33894,1.33894,1.33894
2024-01-03 10:50:00,1.33894,1.34045,1.34045,1.34045
2024-01-03 10:55:00,1.34045,1.34184,1.34184,1.34184
2024-01-03 11:00:00,1.34312,1.34312,1.34312,1.34312
2024-01-03 11:05:00,1.34312,1.34426,1.34426,1.34426
2024-01-03 11:10:00,1.34426,1.34526,1.34526,1.34526
2024-01-03 11:15:00,1.34526,1.34611,1.34611,1.34611
2024-01-03 11:20:00,1.34611,1.34681,1.34681,1.34681
2024-01-03 11:25:00,1.34681,1.34735,1.34735,1.34735
2024-01-03 11:30:00,1.34735,1.34773,1.34773,1.34773
2024-01-03 11:35:00,1.34773,1.34794,1.34794,1.34794
2024-01-03 11:40:00,1.34794,1.34799,1.34799,1.34799
2024-01-03 11:45:00,1.34799,1.34787,1.34787,1.34787
2024-01-03 11:50:00,1.34787,1.34758,1.34758,1.34758
2024-01-03 11:55:00,1.34758,1.34714,1.34714,1.34714
2024-01-03 12:00:00,1.34653,1.34653,1.34653,1.34653
2024-01-03 12:05:00,1.34653,1.34576,1.34576,1.34576
2024-01-03 12:10:00,1.34576,1.34484,1.34484,1.34484
2024-01-03 12:15:00,1.34484,1.34378,1.34378,1.34378
2024-01-03 12:20:00,1.34378,1.34258,1.34258,1.34258
2024-01-03 12:25:00,1.34258,1.34125,1.34125,1.34125
2024-01-03 12:30:00,1.34125,1.3398,1.3398,1.3398
2024-01-03 12:35:00,1.3398,1.33825,1.33825,1.33825
2024-01-03 12:40:00,1.33825,1.33659,1.33659,1.33659
2024-01-03 12:45:00,1.33659,1.33485,1.33485,1.33485
2024-01-03 12:50:00,1.33485,1.33303,1.33303,1.33303
2024-01-03 12:55:00,1.33303,1.33114,1.33114,1.33114
2024-01-03 13:00:00,1.32921,1.32921,1.32921,1.32921
2024-01-03 13:05:00,1.32921,1.32724,1.32724,1.32724
2024-01-03 13:10:00,1.32724,1.32525,1.32525,1.32525
2024-01-03 13:15:00,1.32525,1.32325,1.32325,1.32325
2024-01-03 13:20:00,1.32325,1.32126,1.32126,1.32126
2024-01-03 13:25:00,1.32126,1.31928,1.31928,1.31928
2024-01-03 13:30:00,1.31928,1.31734,1.31734,1.31734
2024-01-03 13:35:00,1.31734,1.31544,1.31544,1.31544
2024-01-03 13:40:00,1.31544,1.3136,1.3136,1.3136
2024-01-03 13:45:00,1.3136,1.31184,1.31184,1.31184
2024-01-03 13:50:00,1.31184,1.31016,1.31016,1.31016
2024-01-03 13:55:00,1.31016,1.30857,1.30857,1.30857
2024-01-03 14:00:00,1.30709,1.30709,1.30709,1.30709
2024-01-03 14:05:00,1.30709,1.30573,1.30573,1.30573
2024-01-03 14:10:00,1.30573,1.3045,1.3045,1.3045
2024-01-03 14:15:00,1.3045,1.3034,1.3034,1.3034
2024-01-03 14:20:00,1.3034,1.30244,1.30244,1.30244
2024-01-03 14:25:00,1.30244,1.30163,1.30163,1.30163
2024-01-03 14:30:00,1.30163,1.30098,1.30098,1.30098
2024-01-03 14:35:00,1.30098,1.30049,1.30049,1.30049
2024-01-03 14:40:00,1.30049,1.30016,1.30016,1.30016
2024-01-03 14:45:00,1.30016,1.3,1.3,1.3
2024-01-03 14:50:00,1.3,1.3,1.3,1.3
2024-01-03 14:55:00,1.3,1.30017,1.30017,1.30017
2024-01-03 15:00:00,1.30051,1.30051,1.30051,1.30051
2024-01-03 15:05:00,1.30051,1.301,1.301,1.301
2024-01-03 15:10:00,1.301,1.30166,1.30166,1.30166
2024-01-03 15:15:00,1.30166,1.30247,1.30247,1.30247
2024-01-03 15:20:00,1.30247,1.30343,1.30343,1.30343
2024-01-03 15:25:00,1.30343,1.30454,1.30454,1.30454
2024-01-03 15:30:00,1.30454,1.30578,1.30578,1.30578
2024-01-03 15:35:00,1.30578,1.30714,1.30714,1.30714
2024-01-03 15:40:00,1.30714,1.30863,1.30863,1.30863
2024-01-03 15:45:00,1.30863,1.31021,1.31021,1.31021
2024-01-03 15:50:00,1.31021,1.3119,1.3119,1.3119
2024-01-03 15:55:00,1.3119,1.31367,1.31367,1.31367
2024-01-03 16:00:00,1.31551,1.31551,1.31551,1.31551
2024-01-03 16:05:00,1.31551,1.31741,1.31741,1.31741
2024-01-03 16:10:00,1.31741,1.31935,1.31935,1.31935
2024-01-03 16:15:00,1.31935,1.32133,1.32133,1.32133
2024-01-03 16:20:00,1.32133,1.32332,1.32332,1.32332
2024-01-03 16:25:00,1.32332,1.32532,1.32532,1.32532
2024-01-03 16:30:00,1.32532,1.32731,1.32731,1.32731
2024-01-03 16:35:00,1.32731,1.32928,1.32928,1.32928
2024-01-03 16:40:00,1.32928,1.33121,1.33121,1.33121
2024-01-03 16:45:00,1.33121,1.33309,1.33309,1.33309
2024-01-03 16:50:00,1.33309,1.33491,1.33491,1.33491
2024-01-03 16:55:00,1.33491,1.33665,1.33665,1.33665
2024-01-03 17:00:00,1.3383,1.3383,1.3383,1.3383
2024-01-03 17:05:00,1.3383,1.33986,1.33986,1.33986
2024-01-03 17:10:00,1.33986,1.3413,1.3413,1.3413
2024-01-03 17:15:00,1.3413,1.34263,1.34263,1.34263
2024-01-03 17:20:00,1.34263,1.34382,1.34382,1.34382
2024-01-03 17:25:00,1.34382,1.34488,1.34488,1.34488
2024-01-03 17:30:00,1.34488,1.34579,1.34579,1.34579
2024-01-03 17:35:00,1.34579,1.34655,1.34655,1.34655
2024-01-03 17:40:00,1.34655,1.34715,1.34715,1.34715
2024-01-03 17:45:00,1.34715,1.3476,1.3476,1.3476
2024-01-03 17:50:00,1.3476,1.34788,1.34788,1.34788
2024-01-03 17:55:00,1.34788,1.34799,1.34799,1.34799
2024-01-03 18:00:00,1.34794,1.34794,1.34794,1.34794
2024-01-03 18:05:00,1.34794,1.34772,1.34772,1.34772
2024-01-03 18:10:00,1.34772,1.34733,1.34733,1.34733
2024-01-03 18:15:00,1.34733,1.34679,1.34679,1.34679
2024-01-03 18:20:00,1.34679,1.34608,1.34608,1.34608
2024-01-03 18:25:00,1.34608,1.34523,1.34523,1.34523
2024-01-03 18:30:00,1.34523,1.34422,1.34422,1.34422
2024-01-03 18:35:00,1.34422,1.34308,1.34308,1.34308
2024-01-03 18:40:00,1.34308,1.3418,1.3418,1.3418
2024-01-03 18:45:00,1.3418,1.3404,1.3404,1.3404
2024-01-03 18:50:00,1.3404,1.33888,1.33888,1.33888
2024-01-03 18:55:00,1.33888,1.33726,1.33726,1.33726
2024-01-03 19:00:00,1.33555,1.33555,1.33555,1.33555
2024-01-03 19:05:00,1.33555,1.33376,1.33376,1.33376
2024-01-03 19:10:00,1.33376,1.3319,1.3319,1.3319
2024-01-03 19:15:00,1.3319,1.32999,1.32999,1.32999
2024-01-03 19:20:00,1.32999,1.32803,1.32803,1.32803
2024-01-03 19:25:00,1.32803,1.32605,1.32605,1.32605
2024-01-03 19:30:00,1.32605,1.32405,1.32405,1.32405
2024-01-03 19:35:00,1.32405,1.32205,1.32205,1.32205
2024-01-03 19:40:00,1.32205,1.32006,1.32006,1.32006
2024-01-03 19:45:00,1.32006,1.31811,1.31811,1.31811
2024-01-03 19:50:00,1.31811,1.31619,1.31619,1.31619
2024-01-03 19:55:00,1.31619,1.31433,1.31433,1.31433
2024-01-03 20:00:00,1.31253,1.31253,1.31253,1.31253
2024-01-03 20:05:00,1.31253,1.31081,1.31081,1.31081
2024-01-03 20:10:00,1.31081,1.30919,1.30919,1.30919
2024-01-03 20:15:00,1.30919,1.30767,1.30767,1.30767
2024-01-03 20:20:00,1.30767,1.30626,1.30626,1.30626
2024-01-03 20:25:00,1.30626,1.30497,1.30497,1.30497
2024-01-03 20:30:00,1.30497,1.30382,1.30382,1.30382
2024-01-03 20:35:00,1.30382,1.3028,1.3028,1.3028
2024-01-03 20:40:00,1.3028,1.30194,1.30194,1.30194
2024-01-03 20:45:00,1.30194,1.30122,1.30122,1.30122
2024-01-03 20:50:00,1.30122,1.30067,1.30067,1.30067
2024-01-03 20:55:00,1.30067,1.30027,1.30027,1.30027
2024-01-03 21:00:00,1.30004,1.30004,1.30004,1.30004
2024-01-03 21:05:00,1.30004,1.29998,1.29998,1.29998
2024-01-03 21:10:00,1.29998,1.30008,1.30008,1.30008
2024-01-03 21:15:00,1.30008,1.30035,1.30035,1.30035
2024-01-03 21:20:00,1.30035,1.30079,1.30079,1.30079
2024-01-03 21:25:00,1.30079,1.30138,1.30138,1.30138
2024-01-03 21:30:00,1.30138,1.30213,1.30213,1.30213
2024-01-03 21:35:00,1.30213,1.30303,1.30303,1.30303
2024-01-03 21:40:00,1.30303,1.30408,1.30408,1.30408
2024-01-03 21:45:00,1.30408,1.30527,1.30527,1.30527
2024-01-03 21:50:00,1.30527,1.30658,1.30658,1.30658
2024-01-03 21:55:00,1.30658,1.30802,1.30802,1.30802
2024-01-03 22:00:00,1.30957,1.30957,1.30957,1.30957
2024-01-03 22:05:00,1.30957,1.31122,1.31122,1.31122
2024-01-03 22:10:00,1.31122,1.31295,1.31295,1.31295
2024-01-03 22:15:00,1.31295,1.31477,1.31477,1.31477
2024-01-03 22:20:00,1.31477,1.31664,1.31664,1.31664
2024-01-03 22:25:00,1.31664,1.31857,1.31857,1.31857
2024-01-03 22:30:00,1.31857,1.32054,1.32054,1.32054
2024-01-03 22:35:00,1.32054,1.32253,1.32253,1.32253
